"","NPFM1","NPFM2","NPFM3","NPFM4"
"NPIL_186471",0.00575178435174824,0.120555846430579,0.395214853703908,0.0371896238918027
"NPIL_186481",0.058087186891215,0.179419836493887,0.280776393740966,0.0071538566330308
"NPIL_186491",0,0,0,0
"NPIL_298971",0,0,0.433463782104397,0
"NPIL_298981",0,0.123217640687394,0,0
"NPIL_298983",0,0,0,0
"NPIL_298982",0.315379255885832,1.73954316264556,2.03850959737584,0
"NPIL_298984",0,0,0.617663453485199,0
"NPIL_298991",0,1.77031059273317,1.69122136073328,0
"NPIL_299002",0,0,0.530367018725958,0
"NPIL_299001",0,0,0,0
"NPIL_299011",0,0.850443323960053,0.974939372658011,0
"NPIL_299021",1.69106583084303,0,0,3.12400457613599
"NPIL_299031",0,0,0,0
"NPIL_299041",0,0,0,0
"NPIL_299051",0.130803262213808,0.216442187800202,0.523823815972061,0.694716432113413
"NPIL_299061",0,1.39911643619235,3.92072392875372,0
"NPIL_299071",0,0,1.69122136073328,0
"NPIL_299081",0,0,0.908162703297873,0
"NPIL_299091",0,0,1.02784305954643,0
"NPIL_299101",0.106804157737454,0.206185580070451,0.450226671244446,0.19730555217701
"NPIL_299111",1.91791612522441,2.6446713123148,1.61697261806694,1.7715391803698
"NPIL_299121",0,0,0,0
"NPIL_299131",0.89357455834319,0.654371443243071,0.645921786870583,1.24156760815931
"NPIL_299141",0,0,0,0
"NPIL_299142",0,0,0,0
"NPIL_299143",0,0,0,0
"NPIL_299151",0,0,0,0
"NPIL_299161",0,0.056299843841134,0.149464653323322,0
"NPIL_299171",0,0,0.331479386703724,0
"NPIL_299181",0,0.236521777998532,0.455839826811412,0.0344423171082724
"NPIL_299191",0,0.0773704941673186,0.694791043930802,0
"NPIL_299201",0.171049075891064,0.744835684814655,0.645147638600592,0.14136347222383
"NPIL_299211",0.0526864731217425,0.31966412377996,0.444193483020065,0.194661591678825
"NPIL_299221",0.783571061794749,1.30450286821136,1.0937730827844,0.752931094399292
"NPIL_299231",0.134837530096751,0.378701780794221,0.493919748402894,0.0229051252018117
"NPIL_299241",0,0,0,0
"NPIL_299251",0,0.850443323960053,1.29991916354401,0
"NPIL_299261",0,0,0,0
"NPIL_299271",0,0,0,0
"NPIL_299281",0,0,0.515520041529897,0.564798650040138
"NPIL_299291",0,0,0,0
"NPIL_299301",1.92919798478455,0.298692289390848,0.556428812687743,0.562724210235112
"NPIL_299311",0,0,0.314980412704896,0
"NPIL_299321",0,0,0.261007391105294,0
"NPIL_391691",0,0,0,0
"NPIL_392801",0,0.215784126974939,0.329830235526093,0
"NPIL_392811",0,0,0,0
"NPIL_524401",0,0,0,0
"NPIL_524411",0,2.34700267975989,4.01793196004513,0
"NPIL_524421",0,0,0.3143226108609,0.0860921845853359
"NPIL_486551",0,0,0,0
"NPIL_486561",0,0,0,0
"NPIL_486571",0,0,0,0
"NPIL_463051",4.04376958545401,9.23745908372812,0.866235331107292,1.09817352252516
"NPIL_62921",0,0,0.0920669515205343,0
"NPIL_62931",0.24884354789304,0,0,0
"NPIL_62941",0,0,0,0
"NPIL_62951",0,0,0,0
"NPIL_321921",0,0,0,0
"NPIL_192751",0,0,0,0
"NPIL_192761",0,0,0,0
"NPIL_120891",0,0,0.0439433566111874,0
"NPIL_120901",0.720023451223733,0.635431454996707,0.495752058657517,1.41881742068075
"NPIL_120911",0,0,0.198987125585027,0
"NPIL_279671",0,0,0.135482038162285,0
"NPIL_378921",0.0562534864938741,0.162896154832799,0.243061609390684,0.0173200579604145
"NPIL_456051",0.260955401994029,0,0.880033770009886,2.89246883874538
"NPIL_367271",0,0,0.323569900253092,0
"NPIL_511171",0.0251885839947256,0.409852751342021,0.621158852880289,0
"NPIL_511181",0.0146615092232817,0.161737512201228,0.642769227169433,0
"NPIL_511191",0,0.65221969205959,1.03527396657033,0
"NPIL_511201",0,0.0609879674553026,0.233053236491955,0
"NPIL_511211",0.0977231497111028,0,0.20597310689958,0.0902648381050063
"NPIL_511221",0,0.0310617876738811,0.17804455003184,0
"NPIL_511231",0,0.209573059985584,0.413337417825602,0.0452848379873196
"NPIL_496471",0,0,0,0
"NPIL_192561",0.0267444278666694,0.17701767925221,0.142803454327808,0.312908099503002
"NPIL_192571",0,0,0.00623667707815096,0.0683284161760694
"NPIL_192581",0,0,0,0
"NPIL_217021",0,0,0.0301071195916189,0
"NPIL_1851",0,0,0,0
"NPIL_599931",0,0,0,0
"NPIL_287101",0.0613533636937847,1.21826835588348,0.206905208865783,0.17001247270649
"NPIL_304021",0,0,0,0
"NPIL_367771",0,0,0,0
"NPIL_421191",0.31664923946658,0.174654803444145,0.300333672516797,0.175489384578914
"NPIL_421201",0,0,0,0
"NPIL_421211",0.0408656340344039,0.435779769997778,0.499573391440535,0.452960820572668
"NPIL_421221",0,0,0,0
"NPIL_421222",0,0,0,0
"NPIL_421231",0,0,0,0
"NPIL_421241",0,1.84564295838139,1.17545881809831,0
